company_name,hq_location,description,founded_date,founders,num_employees,funding_status,last_funding_date,last_funding_type,estimated_revenue,website,description_full,last_funding_amount,top_5_investors,total_funding_amount,acquired_by,acquired_date,acquired_price,ipo_status,ipo_date,stock_symbol
Remote,"San Francisco,California,United States","Remote offers payroll, tax, HR, and compliance solutions for distributed teams.",2019,"Job van der Voort,Marcelo Lebre,Nicholas Macario",501-1000,Late Stage Venture,"Apr 5, 2022",Series C,$100M to $500M,remote.com,"Remote provides payroll, tax, HR, and compliance solutions for distributed teams. They develop recruiting platforms designed to help companies. They help human resource executives hire a person from anywhere and help management allocate them to projects and make the payment. They enable clients to increase productivity and employment in their organization.","$300,000,000","Sequoia Capital,General Catalyst,Gaingels,Adams Street Partners,Accel","$496,000,000",—,—,—,Private,—,—
Motive,"San Francisco,California,United States","Motive builds technology to improve the safety, productivity, and profitability of businesses that power the physical economy.",2013,"Obaid Khan,Shoaib Makani",1001-5000,Late Stage Venture,"May 25, 2022",Series F,$10M to $50M,gomotive.com,"Motive is a remote-first company that serves more than one million drivers and over 100,000 businesses that power the physical economy by building technology to improve the safety, productivity, sustainability, and profitability of businesses that power the physical economy. Shoaib Makani and his co-founders Ryan Johns and Obaid Khan founded the company in 2013 to serve the trucking industry, a workforce that is essential to the economy but underserved by technology. The Motive Automated Operations Platform combines IoT hardware with AI-powered applications to automate vehicle and equipment tracking, driver safety, compliance, maintenance, spend management, and more. Motive serves more than 120,000 businesses, across a wide range of industries including trucking and logistics, construction, oil and gas, food and beverage, field service, agriculture, passenger transit, and delivery. Motive has more than 3,500 employees across 8 global offices.","$150,000,000","BlackRock,Google Ventures,Kleiner Perkins,Insight Partners,Scale Venture Partners","$567,300,000",—,—,—,Private,—,—
Harness,"San Francisco,California,United States",Harness is a Continuous Delivery-as-a-Service platform for engineering and DevOps teams to release applications into production.,2016,"Jyoti Bansal,Rishi Singh",501-1000,Late Stage Venture,"Apr 26, 2022",Debt Financing,$1M to $10M,harness.io,"Harness is a continuous delivery-as-a-service platform for engineering and DevOps teams to release applications into production. Harness automates verifications, prioritizes what tests to run, determine the impact of changes, automate cloud costs, and much more. The platform is designed to help companies accelerate their cloud initiatives as well as their adoption of containers and orchestration tools like Kubernetes and Amazon ECS.The company was founded in 2016 and is headquartered in San Francisco, California.","$55,000,000","Gaingels,Google Ventures,Adage Capital Management,Silicon Valley Bank,Unusual Ventures","$425,000,000",—,—,—,Private,—,—
HashiCorp,"San Francisco,California,United States","HashiCorp is a remote-first company that solves development, security, and operations challenges in infrastructure.",2012,"Armon Dadgar,Mitchell Hashimoto",1001-5000,IPO,"Mar 1, 2021",Secondary Market,$100M to $500M,www.hashicorp.com,"HashiCorp is an open-source software company based in San Francisco, California. HashiCorp provides open source tools and commercial products that enable developers, operators, and security professionals to provide secure and run distributed application infrastructure. It was founded in 2012 by Mitchell Hashimoto and Armon Dadgar.",—,"TCV,Franklin Templeton,T. Rowe Price,Employee Stock Option Fund,ICONIQ Growth","$349,175,000",—,—,—,Public,"Aug 25, 2022",HCP
Postman,"San Francisco,California,United States",Postman is the collaboration platform for API development.,2014,"Abhijit Kane,Abhinav Asthana,Ankit Sobti",501-1000,—,"Aug 15, 2023",Undisclosed,$50M to $100M,www.postman.com,"Postman is a complete API development environment, used by nearly six million developers and more than 200,000 companies worldwide. It offers a platform for developers or enterprises to build, test, and debug their APIs. The platform intends to use the funds to continue to expand operations and its business reach.Postman is an elegant, flexible tool used to build connected software via APIs quickly, easily, and accurately. It enables API-first development, automated testing, and developer onboarding. The platform's features simplify each step of building an API and streamline collaboration so they can create better APIs faster. Postman was founded in 2014 and is headquartered in San Francisco and has an office in Bangalore, where it was founded. Postman is privately held, with funding from Nexus Venture Partners.",—,"Nexus Venture Partners,Insight Partners,Bond,Coatue,Sahin Boydas","$433,000,000",—,—,—,Private,—,—
Zillow,"Seattle,Washington,United States","Zillow is an online real estate marketplace for finding and sharing information about homes, real estate, and mortgages.",2005,"Lloyd Frink,Spencer Rascoff",5001-10000,IPO,"Aug 1, 2016",Post-IPO Equity,$500M to $1B,www.zillow.com,"Zillow, Inc. is a leading home and real estate marketplace dedicated to helping homeowners, buyers, sellers, renters, real estate agents, mortgage professionals, landlords, and property managers find and share vital information about homes, real estate, mortgages, and home improvement. Under the Zillow brand, Zillow operates Zillow.com, Zillow Mortgage Marketplace, Zillow Mobile, Zillow Rentals, and Zillow Digs.Rich Barton and Lloyd Frink started Zillow in early 2005, and Zillow.com launched in early 2006 with data and information on millions of U.S. homes. Zillow's goal is to help people make intelligent decisions about their homes -- whether it's buying a home, selling, renting, leasing, remodeling or financing. It's all about empowering people with information and tools to make smart decisions about homes, real estate, and mortgages.Zillow is one of the most-visited U.S. real estate brands. Zillow Mobile boasts the most popular suite of real estate apps, with nearly 480 million homes viewed in May 2014.In addition to information and data on nearly all homes in the U.S. (110 million and counting), Zillow visitors can search homes for sale, homes for rent, and homes not currently on the market. Homeowners can browse remodeling ideas in Dueling Digs, or dig into the latest real estate trends in their neighborhood via Zillow's expansive local data pages.Zillow is a media business model and makes money selling targeted, relevant advertising to real estate professionals, and connecting home and mortgage shoppers with professionals who can help them. Zillow began trading on the NASDAQ Stock Market on July 20, 2011.",—,"TCV,Benchmark,PAR Capital Management,Legg Mason","$96,627,980",—,—,—,Public,"Jul 20, 2011",Z
Automation Anywhere,"San Jose,California,United States",Automation Anywhere is a digital workforce platform that provides end-to-end automation solutions and business processes.,2003,"Ankur Kothari,Mihir Shukla,Neeti Mehta,Rushabh Parmani",1001-5000,—,"Oct 3, 2022",Debt Financing,$100M to $500M,www.automationanywhere.com,"Automation Anywhere is a global leader in Robotic Process Automation (RPA), empowering customers to automate end-to-end business processes with intelligent software bots – AI-powered digital workers that perform repetitive and manual tasks, resulting in dramatic productivity gains, optimized customer experience and more engaged employees. The company offers the world’s only cloud-native and web-based automation platform combining RPA, artificial intelligence, machine learning and analytics, yielding significantly lower TCO, higher security, and faster scalability than legacy monolithic platforms. Its Bot Store is the world's first and largest marketplace with more than 1,200 pre-built, intelligent automation solutions. Automation Anywhere has deployed over 2.8 million bots to support some of the world’s largest enterprises across all industries in more than 90 countries.","$200,000,000","Hercules Capital,General Atlantic,Goldman Sachs,Employee Stock Option Fund,Silicon Valley Bank","$1,052,700,000",—,—,—,Private,—,—
LaunchDarkly,"Oakland,California,United States",LaunchDarkly is a feature management platform that allows software development teams to deliver to their customers.,2014,"Edith Harbaugh,John Kodumal",501-1000,Late Stage Venture,"Aug 10, 2021",Series D,$10M to $50M,launchdarkly.com,"LaunchDarkly isn’t just a leader in feature management — it’s the first scalable feature management platform. Feature management allows development teams to innovate faster by fundamentally transforming how software is delivered to customers. With the ability to gradually release new software features to any segment of users on any platform, DevOps teams can standardize safe releases at scale, accelerate their journey to the cloud and collaborate more effectively with business teams. Today, LaunchDarkly deploys peaks of 20 trillion feature flags each day, and that number continues to grow. Founded in 2014 in Oakland, California by Edith Harbaugh and John Kodumal, LaunchDarkly has been named on the Forbes Cloud 100 list, InfoWorld’s 2021 Technology of the Year list, and the Enterprise Tech 30 list.","$200,000,000","Alchemist Accelerator,500 Global,Vertex Ventures,Uncork Capital,Insight Partners","$330,300,000",—,—,—,Private,—,—
SpotOn,"San Francisco,California,United States",SpotOn provides mobile payment technology and a management system for restaurants and small businesses.,2017,"Doron Friedman,Matt Hyman,Zach Hyman",1001-5000,Late Stage Venture,"May 18, 2022",Series F,$100M to $500M,www.spoton.com,"SpotOn’s mission is to give small and midsize businesses a fighting chance, providing innovative software and payment solutions, supported by local and personal service, and delivered at a fair price. A leader in fully integrated restaurant management systems and small business technology, SpotOn offers end-to-end solutions which include marketing, website development, reservations, online ordering, appointments, eCommerce, digital loyalty, review management, as well as retail and restaurant point-of-sale (POS) solutions.Doron Friedman, Matt Hyman, and Zach Hyman co-founded SpotOn in 2017 and its headquarters is located in San Francisco, California.","$300,000,000","Andreessen Horowitz,Franklin Templeton,Mubadala,Wellington Management,Coatue","$918,000,000",—,—,—,Private,—,—
VMware,"Palo Alto,California,United States","VMware is a cloud services company that provides cloud infrastructure, cloud management, security, and networking.",1998,"Diane Greene,Edouard Bugnion,Edward Wang,Mendel Rosenblum,Scott Devine",10001+,M&A,"Jul 30, 2007",Private Equity,$10B+,www.vmware.com,"VMware is a software company providing cloud and virtualization services that help complex digital infrastructure. The company accelerates digital transformation by enabling unprecedented freedom and flexibility in how its customers build and evolve IT environments. Its software helps business users simply and securely access the apps and data they need, from anywhere, to do their best work. The company's software spans compute, cloud, networking and security, and digital workspace.VMware was founded in 1998 and is based in Palo Alto, California.","$150,000,000","Intel,Cisco,Goldman Sachs,Dell,Veritas Technologies","$393,500,000",Broadcom,"May 26, 2022","$69,000,000,000",Public,"Aug 14, 2007",VMW
Benchling,"San Francisco,California,United States",Benchling is a cloud-based software platform for biology researchers and research and development organizations.,2012,"Ashutosh Singhal,Cory Li,Sajith Wickramasekara",501-1000,Late Stage Venture,"Nov 17, 2021",Series F,$1M to $10M,www.benchling.com,"Benchling is the modern software platform purpose-built for life science R&D. Hundreds of thousands of scientists using cutting-edge techniques like CRISPR, CAR-T immunotherapy, and genetic engineering depend on our suite of cloud applications to design DNA, collaborate on experiments, manage research workflows, and make critical R&D decisions. Benchling is powering breakthrough research on biotherapeutics, biofuels, and biomaterials at leading life science companies and the world's most renowned academic labs.The company is focusing on life science collaboration, both private and public, through creating cloud-based software tools for digital DNA sequence editing, designing and running experiments, analyzing data, and sharing research. Benchling software includes an electronic lab notebook that allows researchers to document their experiments.It was founded in 2012 and is headquartered in San Francisco, California, United States.","$100,000,000","Andreessen Horowitz,Y Combinator,Franklin Templeton,Thrive Capital,ICONIQ Growth","$411,900,000",—,—,—,Private,—,—
Calm,"San Francisco,California,United States",Calm offers a global health and wellness brand application designed to help its users meditate and relax.,May 2012,"Alex Tew,Michael Acton Smith",251-500,—,"Feb 5, 2021",Venture - Series Unknown,$100M to $500M,www.calm.com,"Calm offers an application designed to help its users meditate and relax.The company is driven by a mission to make the world happier and healthier by developing a range of digital and physical products that enhance mental fitness and alleviate some of the most important mental health issues of the modern age including anxiety, depression, insomnia, and stress. Calm was named by Apple as the 2017 iPhone App of the Year and by Google Play as an Editors’ Choice in 2018.The company was founded in 2012 and is headquartered in San Francisco, California.",—,"TPG,Lightspeed,LAUNCH,Lightspeed Venture Partners,Giant Ventures","$218,043,000",—,—,—,Private,—,—
Hinge Health,"San Francisco,California,United States","Hinge Health is a digital clinic for joint, and muscle care, pelvic pain, bowel, and bladder control.",2015,"Daniel Perez,Gabriel Mecklenburg",1001-5000,Late Stage Venture,"Oct 28, 2021",Series E,$100M to $500M,hingehealth.com,"One in two people experience debilitating back, neck, shoulder, or joint pain — but traditional treatments have failed to meet their needs. Physical therapy can be expensive and hard to access; appointments often involve long commutes and missed work. Making matters worse, unresolved pain can trigger the overuse of opioids and surgeries. We’re making high-quality care accessible by pairing wearable sensors and computer vision with a world-class clinical team. Hinge Health puts a digital clinic in every member's pocket. Now millions of people can access personalized digital care from a physical therapist, guidance on behavior change from a health coach, and expert consultations with an orthopedic surgeon. With a single app and wearable technology like our Enso device, we’re helping empower people to move beyond pain.","$400,000,000","TCV,IP Group,Insight Partners,Bessemer Venture Partners,Coatue","$826,132,500",—,—,—,Private,—,—
Front,"San Francisco,California,United States",Front is a communication hub for building strong customer relationships on digital channels.,"Oct 1, 2013","Laurent Perrin,Mathilde Collin,Mohammed Attar",101-250,Late Stage Venture,"Jun 28, 2022",Series D,$1M to $10M,front.com,"Front is a communication hub for building strong customer relationships on digital channels. For many businesses, almost every customer conversation can make or break the relationship — the stakes are that high. Front puts these conversations at the center of a team’s attention and surrounds them with collaboration capabilities and contextual data from multiple systems. This lets teams stay focused on delivering timely, accurate, and deeply personalized communications. More than 7,500 businesses, including Shopify, Airbnb, Hulu, Lyft, and Mailchimp, use Front to build better customer relationships, one conversation at a time. To learn more, visit front.com.","$65,000,000","Sequoia Capital,Y Combinator,Arjun Sethi,Hexa,Kima Ventures","$203,600,000",—,—,—,Private,—,—
Elastic,"Mountain View,California,United States","Elastic builds software to make data usable in real time and at scale for search, logging, security, and analytics use cases.","Feb 1, 2012","Shay Banon,Simon Willnauer,Steven Schuurman,Uri Boness",1001-5000,IPO,"May 3, 2018",Secondary Market,$100M to $500M,www.elastic.co,"Elastic develops the open source Elastic Stack (Elasticsearch, Kibana, Beats, and Logstash), X-Pack (which offers commercial features for the Elastic Stack), and Elastic Cloud (a family of SaaS offerings). To date, there have been more than 250 million cumulative downloads of the Elastic Stack. Elastic is used by thousands of organizations including Cisco, eBay, Goldman Sachs, NASA, Microsoft, Mayo Clinic, The New York Times, Wikipedia, and Verizon to power mission-critical systems. Elastic is used for use cases that require search, logging, metrics, and security of data. Backed by Benchmark Capital, Index Ventures, and NEA with more than $100 million in funding, Elastic has a distributed workforce with more than 900 employees in 30 countries.",—,"Employee Stock Option Fund,DCVC,Benchmark,New Enterprise Associates,Index Ventures","$161,999,996",—,—,—,Public,"Oct 4, 2018",ESTC
Atlassian,"Sydney,New South Wales,Australia","Atlassian provides collaboration, development, and issue tracking software for teams.",2002,"Mike Cannon-Brookes,Scott Farquhar",1001-5000,IPO,"Apr 8, 2014",Secondary Market,$1B to $10B,www.atlassian.com,"Atlassian produces software that helps teams work together more efficiently and effectively. The company provides project planning and management software, collaboration tools, and IT help desk solutions. The company operates in four segments: subscriptions (term licenses and cloud agreements), maintenance (annual maintenance contracts that provide support and periodic updates and are generally attached to perpetual license sales), perpetual license (upfront sale for indefinite usage of the software), and other (training, strategic consulting, and revenue from the Atlassian Marketplace app store).","$150,000,000","T. Rowe Price,Employee Stock Option Fund,Accel,Dragoneer Investment Group","$210,000,000",—,—,—,Public,"Dec 10, 2015",TEAM
Fiserv,"Brookfield,Wisconsin,United States",Fiserv is a provider of technology solutions to the financial services industry.,1984,"Curry Pelot,Dale Jensen,Steve Cotton",10001+,IPO,—,—,$10B+,www.fiserv.com,"Fiserv is a global organization with more than 13,000 clients and 21,000 associates worldwide and takes pride in its mission to enable clients to achieve best-in-class results. The company is highly regarded for its financial services technology and services innovation, including award-winning solutions for mobile and online banking, payments, risk management, data analytics and core account processing.Fiserv is helping its clients push the boundaries of what's possible in financial services, delivering deep expertise and innovative solutions to help financial institutions, businesses and consumers move and manage money faster and with greater ease than ever before.",—,—,—,—,—,—,Public,"Aug 6, 2015",FISV
Niantic,"San Francisco,California,United States",Niantic builds augmented reality platforms with mapping and security for current and future generations of AR hardware.,2010,"John Hanke,Phil Keslin",501-1000,Late Stage Venture,"Nov 22, 2021",Series D,$100M to $500M,www.nianticlabs.com,"Niantic’s mission is to use emerging technology to enrich their experiences as human beings in the physical world. They seek to build products that inspire movement, exploration, and face-to-face social interaction. Originally formed at Google in 2010, they are now an independent company with a strong group of investors including Nintendo, The Pokémon Company, and Alsop Louie Partners. They’re focused on building games that get people outside and exploring by enabling their players to have fun while visiting new places, learning about the world around them, and meeting new friends. They’ve launched Ingress, an immersive real-world mobile game played by millions of people; it's been downloaded more than 20 million times and is played in over 200 countries and territories worldwide. They've also developed Pokémon GO, which has broken records around the world and has been downloaded more than 750 million times in its first year.","$300,000,000","Google,Y Combinator,Founders Fund,Nintendo,AXiomatic","$770,000,000",—,—,—,Private,—,—
ActiveCampaign,"Chicago,Illinois,United States","ActiveCampaign specializes in email marketing, transactional email, marketing automation, and sales automation.",2003,Jason F. VandeBoom,1001-5000,Late Stage Venture,"Apr 21, 2021",Series C,$100M to $500M,www.activecampaign.com,"ActiveCampaign specializes in email marketing, transactional email, marketing automation, and sales automation. The platform gives businesses of all sizes access to 800+ pre-built automation that combines transactional email and email marketing, marketing automation, CRM, and machine learning for segmentation and personalization across social, email, messaging, chat, and text.It was founded in 2003 and headquartered in Chicago, Illinois.","$240,000,000","Tiger Global Management,Dragoneer Investment Group,Susquehanna Growth Equity,Silversmith Capital Partners","$360,000,000",—,—,—,Private,—,—
American Express,"New York,New York,United States","American Express is a global financial services company best known for its credit card, charge card, and traveler’s cheque businesses.",1850,"Henry Wells,Irene Tserkovny,John Butterfield,William Fargo",10001+,IPO,—,—,$10B+,www.americanexpress.com,"American Express is a global service company. It's range of products and services includes charge and credit card products, expense management products and services, consumer and business travel services, stored value products, such as travelers chequeens and other prepaid products, network services, merchant acquisition and processing, servicing and settlement, and point-of-sale, marketing and information products and services for merchants, and fee services, including market and trend analyses and related consulting services, fraud prevention services, and the design of customized customer loyalty and rewards programs.",—,—,—,—,—,—,Public,"Mar 17, 2014",AXP
Starburst,"Boston,Massachusetts,United States",Starburst Data is an analytics platform for data.,"Oct 8, 2017","Anu Sudarsan,Dain Sundstrom,David Phillips,Grzegorz Kokosiński,Justin Borgman,Kamil Bajda-Pawlikowski,Karol Sobczak,Lukasz Osipiuk,Martin Traverso,Matt Fuller,Piotr Findeisen,Wojciech Biela",501-1000,Late Stage Venture,"Feb 9, 2022",Series D,Less than $1M,www.starburst.io,"Starburst is the analytics engine for all data. Their platform queries data across any database, is instantly actionable for data-driven organizations to lower the total cost of infrastructure and analytics investments, and prevents vendor lock-in, enabling clients to overcome the complexity of data movement and copies.","$250,000,000","Andreessen Horowitz,B Capital,Coatue,Index Ventures,Salesforce Ventures","$414,000,000",—,—,—,Private,—,—
Arctic Wolf,"Eden Prairie,Minnesota,United States",Arctic Wolf helps companies end cyber risk by providing cloud-native security operations technology.,Apr 2012,Brian NeSmith,1001-5000,Late Stage Venture,"Oct 6, 2022",Convertible Note,$1M to $10M,arcticwolf.com,"Arctic Wolf helps companies end cyber risk by providing cloud-native security operations technology. It provides solutions that include Managed Detection and Response, Managed Risk, and Managed Cloud Monitoring, each delivered through the industry’s original concierge security team. Its concierge security engineers act as an extension of a company's internal team, providing tailored threat detection and response, as well as ongoing risk management to keep valuable business data safe.","$401,000,000","Neuberger Berman,Lightspeed Venture Partners,Viking Global Investors,Adams Street Partners,Unusual Ventures","$899,200,000",—,—,—,Private,—,—
Highspot,"Seattle,Washington,United States",Highspot is a sales enablement platform that helps companies worldwide improve the performance of their sales teams.,2012,"David Wortendyke,Oliver Sharp,Robert Wahbe,Scot Gellock",1001-5000,Late Stage Venture,"Jul 1, 2022",Secondary Market,$500M to $1B,www.highspot.com,"Highspot is an AI-fueled sales enablement platform that helps companies worldwide improve the performance of their sales teams.Its platform specializes in providing intelligent content management, training, contextual guidance, customer engagement, and actionable analytics. Its unified sales enablement platform gives revenue teams a single solution to elevate customer conversations and drive repeatable revenue, bringing together native content and guidance, training and coaching, and engagement intelligence – all supported by actionable analytics.The company was founded in 2012 and headquartered in Seatle, Washington.",—,"ICONIQ Capital,B Capital,ICONIQ Growth,Madrona,Tiger Global Management","$644,850,000",—,—,—,Private,—,—
Komodo Health,"San Francisco,California,United States",Komodo Health is a healthcare technology company that connects patients and doctors.,2014,"Arif Nathoo,Web Sun",501-1000,—,"Dec 13, 2022",Venture - Series Unknown,$100M to $500M,komodohealth.com,"Komodo Health develops computer software that brings transparency and market intelligence to healthcare and life sciences. Its software platform applies artificial intelligence and other advanced data science techniques to its Healthcare Map. The company empowers a multitude of healthcare stakeholders life science companies, healthcare payers and providers, patient advocacy groups, and others to create a more cost-effective, value-driven healthcare system.","$200,000,000","Andreessen Horowitz,ICONIQ Growth,Coatue,Tiger Global Management,Dragoneer Investment Group","$514,000,000",—,—,—,Private,—,—
Icertis,"Bellevue,Washington,United States",Icertis is an AI-powered contract management platform that ensures compliance and minimizes risk.,"Mar 27, 2009","Monish Darda,Samir Bodas",1001-5000,—,"Mar 1, 2023",Secondary Market,$100M to $500M,www.icertis.com,"Icertis is an enterprise contract management platform in the cloud that solves hard contract management problems on an easy-to-use platform. With Icertis, companies can accelerate business by increasing contract velocity, protect against risk by ensuring regulatory and policy compliance and optimize the commercial relationships by maximizing revenue and reducing costs. The AI-infused Icertis Contract Management (ICM) platform is used by companies like 3M, Airbus, Cognizant, Daimler, Microsoft, and Roche to manage 5.7 million contracts in 40+ languages across 90+ countries.Icertis was founded in 2009 and is headquartered in Bellevue, Washington.",—,"SAP,B Capital,Silicon Valley Bank,Eight Roads Ventures,Greycroft","$516,000,000",—,—,—,Private,—,—
Brightwheel,"San Francisco,California,United States",Brightwheel is a software platform for preschools and childcare providers.,2014,Dave Vasen,251-500,Late Stage Venture,"Feb 3, 2021",Series C,Less than $1M,www.mybrightwheel.com,"Brightwheel is a software platform for preschools, childcare providers, camps, and afterschool programs that helps teachers to manage their day and communicate with parents, gives parents deeper insight into what their children are learning, and automates the process of managing operations for administrators.","$55,000,000","ICONIQ Capital,Eniac Ventures,Emerson Collective,Bessemer Venture Partners,Omidyar Network","$88,800,000",—,—,—,Private,—,—
MongoDB,"New York,New York,United States",MongoDB is a next-generation database that helps businesses transform their industries by harnessing the power of data.,"Nov 1, 2007","Dwight Merriman,Eliot Horowitz,Kevin Ryan",1001-5000,IPO,"Mar 6, 2018",Post-IPO Equity,$100M to $500M,www.mongodb.com/,"MongoDB is a database that helps businesses transform their industries by harnessing the power of data. It specializes in the fields of open source, databases, and software development.It was founded in 2007 and headquartered in New York, United States.",—,"Fidelity,Sequoia Capital,Goldman Sachs,EquityZen,T. Rowe Price","$311,000,000",—,—,—,Public,"Oct 19, 2017",MDB
Outschool,"San Francisco,California,United States","Outschool is a marketplace of live online classes for kids that connects learners, parents, and teachers together.",2015,"Amir Nathoo,Mikhail Seregine,Nick Grandy",101-250,Late Stage Venture,"Oct 14, 2021",Series D,$10M to $50M,outschool.com/,"Outschool connects motivated learners, parents, and teachers together to create great learning experiences. Their mission is to build the biggest and best global school by offering unique online classes from hundreds of independent teachers. Outschool teachers may be certified teachers, artists, scientists, or other adults with expertise or interest in teaching.It was founded in 2015 and is based in San Francisco, California.","$110,000,000","Y Combinator,Reach Capital,Collaborative Fund,Lightspeed Venture Partners,Union Square Ventures","$240,220,000",—,—,—,Private,—,—
Lucid Software,"South Jordan,Utah,United States",Lucid is a visual collaboration suite that helps teams see and build the future from idea to reality.,"Sep 3, 2010","Ben Dilts,Karl Sun",1001-5000,Late Stage Venture,"Jun 24, 2021",Secondary Market,$100M to $500M,www.lucid.co,"Lucid is the only visual collaboration suite that helps teams see and build the future from idea to reality. Its products, Lucidchart and Lucidspark, provide users with an end-to-end experience that helps teams truly see and build the future, by enabling collaboration and clear communication. Lucidspark is a virtual whiteboard application for freeform ideation, group brainstorming and real-time collaboration across teams. Lucidchart is an intelligent diagramming application that empowers teams to clarify complexity, align their insights, and build the future—faster. Lucid products are utilized in over 180 countries by more than 30 million users, including customers like Google, GE, NBC Universal and Johnson & Johnson and ninety-nine percent of the Fortune 500. Lucid's partners include industry leaders such as Google, Atlassian, Amazon Web Services, Salesforce and Microsoft. Since the Utah-based company's founding in 2010, it has received numerous awards for its product, business and workplace culture. For more information, visit lucid.co.","$500,000,000","500 Global,Google Ventures,ICONIQ Growth,Peterson Ventures,Tiger Global Management","$670,462,414",—,—,—,Private,—,—
Hinge,"New York,New York,United States",Hinge is a social discovery network helping users meet new people through an application.,"Feb 1, 2011","Bennett Richardson,Frances Haugen,Justin McLeod,Matt O'Donnell",11-50,M&A,"Dec 11, 2014",Series A,$1M to $10M,hinge.co,"Hinge is a social discovery network helping users meet new people through an application. Moreover, Hinge provides an alternative to swipe culture by creating smart matches and natural conversations among people who are on the same page.Founded in 2011, the company is headquartered in New York, New York, United States.","$12,000,000","500 Global,Founders Fund,Eniac Ventures,Graph Ventures,Social Capital","$20,600,000",Match Group,"Jun 21, 2018",—,Private,—,—
Coupa Software,"San Mateo,California,United States",Coupa is a cloud platform for business spend that offers a fully unified suite of financial applications for business spend management.,2006,"Dave Stephens,Noah Eisner",1001-5000,M&A,"Jun 3, 2021",Post-IPO Equity,$100M to $500M,www.coupa.com,"Coupa software is an information technology company that specializes in the fields of procurement, finance, and cloud-based financial applications. The company offers cloud spend management (CSM) solutions that help companies control and gain visibility into their indirect spending while generating savings that go directly to the bottom line.Coupa Software was established in 2006 by Dave Stephens in San Mateo, California.","$50,000,000","T. Rowe Price,Employee Stock Option Fund,ICONIQ Growth,Crosslink Capital,Meritech Capital Partners","$219,000,000",Thoma Bravo,"Dec 12, 2022","$8,000,000,000",Delisted,"Oct 6, 2016",COUP
Yelp,"San Francisco,California,United States",Yelp operates an online platform that connects people with local businesses.,2004,"Jeremy Stoppelman,Russel Simmons",1001-5000,IPO,"Jan 27, 2010",Series E,$500M to $1B,yelp.com,"Yelp is an online platform that connects people with local businesses. The platform covers various local business categories, including restaurants, shopping, beauty and fitness, arts, entertainment, and events; home and local services; health; nightlife; travel and hotels; auto; and other categories.","$25,000,000","Bessemer Venture Partners,Benchmark,DAG Ventures,Elevation Partners,HVF Labs","$56,000,000",—,—,—,Public,"Mar 2, 2012",YELP
Rec Room,"Seattle,Washington,United States",Rec Room is an online universe that enables users to play and create games with friends.,"Apr 1, 2016","Bilal Orhan,Cameron Brown,Dan Kroymann,John Bevis,Josh Wehrly,Nick Fajt",51-100,—,"Dec 20, 2021",Venture - Series Unknown,—,www.recroom.com,"Rec Room is an augmented and virtual reality software company that operates in the technology industry. They share a passion for VR, AR, social, and multiplayer experiences. The company was founded on April 1, 2016, and is headquartered in Seattle, Washington, USA.","$145,000,000","Sequoia Capital,Betaworks,Employee Stock Option Fund,Madrona,Maveron","$294,000,000",—,—,—,Private,—,—
Johnson & Johnson,"New Brunswick,New Jersey,United States","Johnson & Johnson develops medical devices, pharmaceuticals, and consumer packaged goods.",1886,"Edward Mead Johnson,James Wood Johnson,Robert Wood Johnson",10001+,IPO,—,—,$10B+,www.jnj.com,"Johnson & Johnson's research and development, manufacturing, and sale of healthcare products include pharmaceuticals, medical devices, and diagnostics. The company aims to improve access and create healthier communities.",—,—,—,—,—,—,Public,"Jan 13, 1978",JNJ
Warner Bros. Discovery,"New York,New York,United States",Warner Bros. Discovery is an media conglomerate formed from the 2022 merger of WarnerMedia and Discovery.,"Apr 8, 2022","Bill Goodwyn,John Hendricks",5001-10000,IPO,—,—,$1B to $10B,wbd.com,"Warner Bros. Discovery, Inc. is an American multinational mass media and entertainment conglomerate headquartered in New York City. It was formed from WarnerMedia's spin-off by AT&T and merger with Discovery, Inc. on April 8, 2022.",—,—,—,—,—,—,Public,"Jul 15, 2005",WBD
Appian,"Mclean,Virginia,United States","Appian is a software company that provides digital transformation, low-code application development, and business process management.","Aug 17, 1999","Marc Wilson,Matthew Calkins,Michael Beckley,Robert Kramer",501-1000,IPO,"Mar 3, 2014",Venture - Series Unknown,$50M to $100M,www.appian.com,Appian provides a low-code software development platform that enables organizations to rapidly develop powerful and unique applications. The applications created on Appian’s platform help companies drive digital transformation and competitive differentiation.,"$37,499,994","New Enterprise Associates,Novak Biddle Venture Partners","$47,499,994",—,—,—,Public,"May 25, 2017",APPN
Pluralsight,"Draper,Utah,United States","Pluralsight is a technology learning platform for software developers, IT admins, and creative professionals.",2004,"Aaron Skonnard,Bill Williams,Fritz Onion,Keith Sparkjoy",1001-5000,M&A,"Dec 12, 2016",Series C,$50M to $100M,www.pluralsight.com,"Pluralsight is a technology learning platform for software developers, IT admins, and creative professionals.With 3,000+ courses and new ones added daily, Pluralsight serves as a career catalyst for customers in more than 150 countries and provides tech-savvy businesses with training on the three key areas they need to thrive. The platform expert courses, skill assessments, and one-of-a-kind analytics make it possible to align the organization around digital initiatives, upskill people into modern tech roles, and build adaptable teams that deliver faster. It was founded in 2004 and is headquartered in Farmington, Utah.","$30,000,000","ICONIQ Growth,Insight Partners,GSV Ventures,Felicis,Sorenson Capital","$192,500,000",Vista Equity Partners,"Dec 13, 2020","$3,500,000,000",Public,"May 17, 2018",PS
